"","x"
"1",1.83148963066538
"2",-1.74390060123113
"3",-1.22808052843289
"4",0.360890473042911
"5",1.15246199611273
"6",-0.952192671411328
"7",-0.263075907944494
"8",0.145170294928912
"9",0.819696661271209
"10",0.603806546637708
"11",-1.02827084454472
"12",-2.47425565813226
"13",-1.39908157056944
"14",1.24534483457075
"15",1.38684569809975
"16",0.335636016135031
"17",1.03939179276915
"18",1.25258381802304
"19",-1.50500853527216
"20",-2.4519195083426
"21",-2.00592009707418
"22",-0.65299150135368
"23",-0.748814916099923
"24",-1.75974272097491
"25",0.322222377598868
"26",1.57599015970728
"27",-1.23203504382351
"28",-2.98051532099529
"29",-2.72241949981092
"30",-0.399851733791712
"31",0.42029354742246
"32",0.616650781136008
"33",0.748637642791282
"34",-1.15482709180515
"35",-1.80619851540375
"36",-1.6719936502446
"37",-0.727027928833143
"38",-1.02284543473865
"39",-1.07309220639075
"40",-0.781442470548621
"41",1.68233464248179
"42",1.80543588027511
"43",1.02993006117682
"44",0.67175163466744
"45",2.92664249453237
"46",1.61163766137088
"47",-1.00532591699973
"48",-1.92615600278713
"49",-1.27588232958336
"50",0.45125159783444
"51",1.26841796055813
"52",0.573600984420912
"53",0.423552969061873
"54",0.281280904404533
"55",-1.4812249014173
"56",-0.599957090768605
"57",-0.191359510873224
"58",-0.404691848926029
"59",-0.563452829768443
"60",0.452360216032693
"61",-0.275979425066793
"62",-1.59551482865785
"63",-0.197698901511134
"64",0.177541731529685
"65",0.496727155762933
"66",-0.399095579058937
"67",-1.21551634338349
"68",-1.12026296060908
"69",0.831945190535474
"70",1.83531741640289
"71",0.0953668943760416
"72",-0.957001031905336
"73",-1.41563285974778
"74",0.113128035570026
"75",0.627209848315408
"76",0.792846175486245
"77",0.410364579530836
"78",-1.17123261462936
"79",-1.59898605955672
"80",-0.402504369145948
"81",2.31262639267852
"82",2.44347844735969
"83",2.46213011802113
"84",-0.795923401409315
"85",-1.70658097561694
"86",-0.530046537384171
"87",1.89078733248884
"88",2.13063084272623
"89",0.57653846241316
"90",-0.837840174888885
"91",-2.13326080642214
"92",-1.63055878356321
"93",0.638575251067589
"94",0.841400732450308
"95",-0.0709766038944467
"96",-0.817779982601861
"97",-2.13763243465681
"98",-0.1734377591294
"99",2.20662895166808
"100",2.33813325864481
"101",1.52908800103755
"102",2.03971814099291
"103",1.33240160785908
"104",0.261220516963097
"105",-0.324500302536849
"106",-0.353998281569068
"107",0.703006210713828
"108",1.80191398369453
"109",2.0717985496686
"110",0.961297337838143
"111",1.17114840092792
"112",-1.42087884962471
"113",-2.48770001255003
"114",0.0705126651614469
"115",0.901501909545856
"116",0.69806394859163
"117",-0.604619620077941
"118",-0.903841686937816
"119",-0.0934829890348164
"120",2.87589679947419
"121",3.05043686271377
"122",1.7199565461163
"123",-0.586924298509197
"124",-3.16332325732655
"125",-4.54111928780917
"126",-1.90309817935811
"127",1.33173702896853
"128",2.09471690436721
"129",-1.35739719729938
"130",-0.679168683379851
"131",-0.00527245115199278
"132",-0.371973027427357
"133",0.360806683824862
"134",0.792115755591984
"135",-0.162745410269678
"136",-0.85223523547583
"137",-2.4325403960653
"138",-2.5853315352582
"139",0.618111906649214
"140",0.442698730189661
"141",1.9723148633266
"142",1.05506986287295
"143",-1.43058059586512
"144",0.388130601906093
"145",1.90426398968313
"146",1.66221147259015
"147",1.46039505997787
"148",1.28247316191048
"149",-0.481394189100432
"150",-1.3468362892896
"151",-0.53896491926975
"152",0.125934984189391
"153",-0.461693636921516
"154",0.117626447640696
"155",1.89026326177143
"156",-0.255442236343714
"157",0.10436405034668
"158",0.00527811372335777
"159",0.458725380676539
"160",0.582622940450447
"161",-0.972689961425375
"162",-2.63042561489312
"163",-2.55650475179742
"164",-0.524560942976583
"165",0.143856870371743
"166",0.142114722607884
"167",0.227988302166142
"168",0.110833023222984
"169",-0.520733893455121
"170",1.20728553838245
"171",1.61506087230098
"172",0.171680493146207
"173",-0.883995403614946
"174",-1.55963709484308
"175",-1.8504724063634
"176",-1.54286378687025
"177",0.0667280904397927
"178",-1.62715119783685
"179",-2.01922994031603
"180",-1.35541326025083
"181",-0.830552081473528
"182",-0.288913436385955
"183",0.741083014465278
"184",-0.587415494345697
"185",-1.75229075723037
"186",-2.72366045097351
"187",0.927479928035229
"188",2.89642190909191
"189",1.64994215787824
"190",1.06615528711178
"191",0.206448496091675
"192",-0.0169095336242911
"193",-0.638519121381174
"194",-0.792842218316457
"195",0.561149248096596
"196",0.400593904356413
"197",0.870661947202001
"198",-0.149897005823303
"199",-2.93218307454062
"200",-1.56708169160631
"201",0.464627556949966
"202",1.21087942484157
"203",2.2177642593725
"204",2.92178647119666
"205",1.7833610440123
"206",-2.44764119238677
"207",-1.44787841836892
"208",1.30936503960275
"209",0.886162953313749
"210",0.229311085650418
"211",0.533507269881344
"212",-0.695998098813587
"213",-0.893906266738417
"214",-0.25522178732466
"215",1.57823573099303
"216",1.64584093159947
"217",-1.02393271200858
"218",-0.927445560672339
"219",0.0805683579668582
"220",-0.220609618371028
"221",0.449747730834053
"222",-0.436352654866363
"223",-1.51911740105205
"224",-0.62512991024884
"225",1.00065808573573
"226",0.317685185185074
"227",-0.6941250758378
"228",-1.11397990014276
"229",0.786780048457059
"230",1.76093393919023
"231",1.22258550759631
"232",0.881949613544671
"233",0.0325880354661585
"234",-1.93232016523892
"235",-3.33575682667898
"236",-1.31819870341304
"237",1.18139088085666
"238",1.20281163305468
"239",0.438096833971775
"240",-1.275132618185
"241",-3.16982796412944
"242",-2.0030387751999
"243",-0.354733170133933
"244",1.1205600342121
"245",1.21247807421276
"246",-0.244425134160084
"247",0.400610637764007
"248",0.59132437212028
"249",2.5124677030491
"250",1.45479365342907
"251",1.62558368602321
"252",-0.327912729595777
"253",-0.490850837793366
"254",-1.45750615058203
"255",-1.81910698093101
"256",-0.552394504326577
"257",0.769750900690732
"258",1.21454546152958
"259",0.834843474559911
"260",-0.112560078090587
"261",-0.836014121693417
"262",0.93051363476262
"263",1.68345622106015
"264",-0.0771977636216182
"265",-0.0784903998107272
"266",-1.10768931080474
"267",-0.67391275828127
"268",0.115113432494137
"269",-0.31305098383196
"270",-1.53203090467561
"271",-0.771712260889182
"272",0.087457974598879
"273",1.90661259631708
"274",-0.925773626884069
"275",-1.70914506052407
"276",-1.4746471811908
"277",-0.924673601562758
"278",-0.711331913109065
"279",-0.224480626924664
"280",1.24242627241901
"281",0.607767443975555
"282",-1.33322275077324
"283",-2.10802569507012
"284",-2.55685415488276
"285",0.339893838051316
"286",1.28321181728273
"287",0.568131925417658
"288",0.0943550352323189
"289",1.7149521977707
"290",0.161318354859164
"291",-0.693285734808168
"292",-2.04468584988789
"293",-1.00924808888747
"294",0.998239330647115
"295",2.51066251737787
"296",-0.438372983081102
"297",-2.57353353255185
"298",-0.899919970496502
"299",1.26031579127271
"300",0.98555601261239
"301",1.69562335323115
"302",1.84935648502309
"303",1.21750558298277
"304",-0.484202660831116
"305",-0.07908347563738
"306",1.03009356038242
"307",1.46910428356148
"308",-0.504806035843077
"309",-2.5792054644158
"310",-1.46906420824041
"311",1.04687329668855
"312",3.15714910078358
"313",0.869206414485534
"314",-0.0397098541584816
"315",-0.888818885294871
"316",-1.39178393346005
"317",0.209559854949183
"318",0.691513949632165
"319",0.101899791886454
"320",-0.525530195463695
"321",-0.839725272970417
"322",0.397229659848747
"323",0.861250432184878
"324",3.03478193995187
"325",1.96247370243462
"326",0.544201105205557
"327",-1.73505198952488
"328",-2.22410643795643
"329",-0.620240522489331
"330",1.77719460378195
